Segment,Country,Product, Discount Band ,Units Sold,Manufacturing Price,Sale Price,XXXGross Sales,Discounts,XXXSales,COGS,XXXProfit,Date,Month Number,Month,Year,Sales,Profit,Gross Sales
Government,Germany, Amarilla , None ,1686, $260.00 , $7.00 ," $11,802.00 ", $-   ," $11,802.00 "," $8,430.00 "," $3,372.00 ",01-07-2014,7, July ,2014,$10049,$4049,$12049
Channel Partners,United States of America, Amarilla , None ,2141, $260.00 , $12.00 ," $25,692.00 ", $-   ," $25,692.00 "," $6,423.00 "," $19,269.00 ",01-08-2014,8, August ,2014,$10050,$4050,$12050
Government,United States of America, Amarilla , None ,1143, $260.00 , $7.00 ," $8,001.00 ", $-   ," $8,001.00 "," $5,715.00 "," $2,286.00 ",01-10-2014,10, October ,2014,$10051,$4051,$12051
Midmarket,United States of America, Amarilla , None ,615, $260.00 , $15.00 ," $9,225.00 ", $-   ," $9,225.00 "," $6,150.00 "," $3,075.00 ",01-12-2014,12, December ,2014,$10052,$4052,$12052
Government,France, Paseo , Low ,3945, $10.00 , $7.00 ," $27,615.00 ", $276.15 ," $27,338.85 "," $19,725.00 "," $7,613.85 ",01-01-2014,1, January ,2014,$10053,$4053,$12053
Midmarket,France, Paseo , Low ,2296, $10.00 , $15.00 ," $34,440.00 ", $344.40 ," $34,095.60 "," $22,960.00 "," $11,135.60 ",01-02-2014,2, February ,2014,$10054,$4054,$12054
Government,France, Paseo , Low ,1030, $10.00 , $7.00 ," $7,210.00 ", $72.10 ," $7,137.90 "," $5,150.00 "," $1,987.90 ",01-05-2014,5, May ,2014,$10055,$4055,$12055
Government,France, Velo , Low ,639, $120.00 , $7.00 ," $4,473.00 ", $44.73 ," $4,428.27 "," $3,195.00 "," $1,233.27 ",01-11-2014,11, November ,2014,$10056,$4056,$12056
Government,Canada, VTT , Low ,1326, $250.00 , $7.00 ," $9,282.00 ", $92.82 ," $9,189.18 "," $6,630.00 "," $2,559.18 ",01-03-2014,3, March ,2014,$10057,$4057,$12057
Channel Partners,United States of America, Carretera , Low ,1858, $3.00 , $12.00 ," $22,296.00 ", $222.96 ," $22,073.04 "," $5,574.00 "," $16,499.04 ",01-02-2014,2, February ,2014,$10058,$4058,$12058
Government,Mexico, Carretera , Low ,1210, $3.00 , $350.00 ," $4,23,500.00 "," $4,235.00 "," $4,19,265.00 "," $3,14,600.00 "," $1,04,665.00 ",01-03-2014,3, March ,2014,$10059,$4059,$12059
Government,United States of America, Carretera , Low ,2529, $3.00 , $7.00 ," $17,703.00 ", $177.03 ," $17,525.97 "," $12,645.00 "," $4,880.97 ",01-07-2014,7, July ,2014,$10060,$4060,$12060
Channel Partners,Canada, Carretera , Low ,1445, $3.00 , $12.00 ," $17,340.00 ", $173.40 ," $17,166.60 "," $4,335.00 "," $12,831.60 ",01-09-2014,9, September ,2014,$10061,$4061,$12061
Enterprise,United States of America, Carretera , Low ,330, $3.00 , $125.00 ," $41,250.00 ", $412.50 ," $40,837.50 "," $39,600.00 "," $1,237.50 ",01-09-2013,9, September ,2013,$10062,$4062,$12062
Channel Partners,France, Carretera , Low ,2671, $3.00 , $12.00 ," $32,052.00 ", $320.52 ," $31,731.48 "," $8,013.00 "," $23,718.48 ",01-09-2014,9, September ,2014,$10063,$4063,$12063
Channel Partners,Germany, Carretera , Low ,766, $3.00 , $12.00 ," $9,192.00 ", $91.92 ," $9,100.08 "," $2,298.00 "," $6,802.08 ",01-10-2013,10, October ,2013,$10064,$4064,$12064
Small Business,Mexico, Carretera , Low ,494, $3.00 , $300.00 ," $1,48,200.00 "," $1,482.00 "," $1,46,718.00 "," $1,23,500.00 "," $23,218.00 ",01-10-2013,10, October ,2013,$10065,$4065,$12065
Government,Mexico, Carretera , Low ,1397, $3.00 , $350.00 ," $4,88,950.00 "," $4,889.50 "," $4,84,060.50 "," $3,63,220.00 "," $1,20,840.50 ",01-10-2014,10, October ,2014,$10066,$4066,$12066
Government,France, Carretera , Low ,2155, $3.00 , $350.00 ," $7,54,250.00 "," $7,542.50 "," $7,46,707.50 "," $5,60,300.00 "," $1,86,407.50 ",01-12-2014,12, December ,2014,$10067,$4067,$12067
Midmarket,Mexico, Montana , Low ,2214, $5.00 , $15.00 ," $33,210.00 ", $332.10 ," $32,877.90 "," $22,140.00 "," $10,737.90 ",01-03-2014,3, March ,2014,$10068,$4068,$12068
Small Business,United States of America, Montana , Low ,2301, $5.00 , $300.00 ," $6,90,300.00 "," $6,903.00 "," $6,83,397.00 "," $5,75,250.00 "," $1,08,147.00 ",01-04-2014,4, April ,2014,$10069,$4069,$12069
Government,France, Montana , Low ,1375.5, $5.00 , $20.00 ," $27,510.00 ", $275.10 ," $27,234.90 "," $13,755.00 "," $13,479.90 ",01-07-2014,7, July ,2014,$10070,$4070,$12070
Government,Canada, Montana , Low ,1830, $5.00 , $7.00 ," $12,810.00 ", $128.10 ," $12,681.90 "," $9,150.00 "," $3,531.90 ",01-08-2014,8, August ,2014,$10071,$4071,$12071
Small Business,United States of America, Montana , Low ,2498, $5.00 , $300.00 ," $7,49,400.00 "," $7,494.00 "," $7,41,906.00 "," $6,24,500.00 "," $1,17,406.00 ",01-09-2013,9, September ,2013,$10072,$4072,$12072
Enterprise,United States of America, Montana , Low ,663, $5.00 , $125.00 ," $82,875.00 ", $828.75 ," $82,046.25 "," $79,560.00 "," $2,486.25 ",01-10-2013,10, October ,2013,$10073,$4073,$12073
Midmarket,United States of America, Paseo , Low ,1514, $10.00 , $15.00 ," $22,710.00 ", $227.10 ," $22,482.90 "," $15,140.00 "," $7,342.90 ",01-02-2014,2, February ,2014,$10074,$4074,$12074
Government,United States of America, Paseo , Low ,4492.5, $10.00 , $7.00 ," $31,447.50 ", $314.48 ," $31,133.03 "," $22,462.50 "," $8,670.53 ",01-04-2014,4, April ,2014,$10075,$4075,$12075
Enterprise,United States of America, Paseo , Low ,727, $10.00 , $125.00 ," $90,875.00 ", $908.75 ," $89,966.25 "," $87,240.00 "," $2,726.25 ",01-06-2014,6, June ,2014,$10076,$4076,$12076
Enterprise,France, Paseo , Low ,787, $10.00 , $125.00 ," $98,375.00 ", $983.75 ," $97,391.25 "," $94,440.00 "," $2,951.25 ",01-06-2014,6, June ,2014,$10077,$4077,$12077
Enterprise,Mexico, Paseo , Low ,1823, $10.00 , $125.00 ," $2,27,875.00 "," $2,278.75 "," $2,25,596.25 "," $2,18,760.00 "," $6,836.25 ",01-07-2014,7, July ,2014,$10078,$4078,$12078
Midmarket,Germany, Paseo , Low ,747, $10.00 , $15.00 ," $11,205.00 ", $112.05 ," $11,092.95 "," $7,470.00 "," $3,622.95 ",01-09-2014,9, September ,2014,$10079,$4079,$12079
Channel Partners,Germany, Paseo , Low ,766, $10.00 , $12.00 ," $9,192.00 ", $91.92 ," $9,100.08 "," $2,298.00 "," $6,802.08 ",01-10-2013,10, October ,2013,$10080,$4080,$12080
Small Business,United States of America, Paseo , Low ,2905, $10.00 , $300.00 ," $8,71,500.00 "," $8,715.00 "," $8,62,785.00 "," $7,26,250.00 "," $1,36,535.00 ",01-11-2014,11, November ,2014,$10081,$4081,$12081
Government,France, Paseo , Low ,2155, $10.00 , $350.00 ," $7,54,250.00 "," $7,542.50 "," $7,46,707.50 "," $5,60,300.00 "," $1,86,407.50 ",01-12-2014,12, December ,2014,$10082,$4082,$12082
Government,France, Velo , Low ,3864, $120.00 , $20.00 ," $77,280.00 ", $772.80 ," $76,507.20 "," $38,640.00 "," $37,867.20 ",01-04-2014,4, April ,2014,$10083,$4083,$12083
Government,Mexico, Velo , Low ,362, $120.00 , $7.00 ," $2,534.00 ", $25.34 ," $2,508.66 "," $1,810.00 ", $698.66 ,01-05-2014,5, May ,2014,$10084,$4084,$12084
Enterprise,Canada, Velo , Low ,923, $120.00 , $125.00 ," $1,15,375.00 "," $1,153.75 "," $1,14,221.25 "," $1,10,760.00 "," $3,461.25 ",01-08-2014,8, August ,2014,$10085,$4085,$12085
Enterprise,United States of America, Velo , Low ,663, $120.00 , $125.00 ," $82,875.00 ", $828.75 ," $82,046.25 "," $79,560.00 "," $2,486.25 ",01-10-2013,10, October ,2013,$10086,$4086,$12086
Government,Canada, Velo , Low ,2092, $120.00 , $7.00 ," $14,644.00 ", $146.44 ," $14,497.56 "," $10,460.00 "," $4,037.56 ",01-11-2013,11, November ,2013,$10087,$4087,$12087
Government,Germany, VTT , Low ,263, $250.00 , $7.00 ," $1,841.00 ", $18.41 ," $1,822.59 "," $1,315.00 ", $507.59 ,01-03-2014,3, March ,2014,$10088,$4088,$12088
Government,Canada, VTT , Low ,943.5, $250.00 , $350.00 ," $3,30,225.00 "," $3,302.25 "," $3,26,922.75 "," $2,45,310.00 "," $81,612.75 ",01-04-2014,4, April ,2014,$10089,$4089,$12089
Enterprise,United States of America, VTT , Low ,727, $250.00 , $125.00 ," $90,875.00 ", $908.75 ," $89,966.25 "," $87,240.00 "," $2,726.25 ",01-06-2014,6, June ,2014,$10090,$4090,$12090
Enterprise,France, VTT , Low ,787, $250.00 , $125.00 ," $98,375.00 ", $983.75 ," $97,391.25 "," $94,440.00 "," $2,951.25 ",01-06-2014,6, June ,2014,$10091,$4091,$12091
Small Business,Germany, VTT , Low ,986, $250.00 , $300.00 ," $2,95,800.00 "," $2,958.00 "," $2,92,842.00 "," $2,46,500.00 "," $46,342.00 ",01-09-2014,9, September ,2014,$10092,$4092,$12092
Small Business,Mexico, VTT , Low ,494, $250.00 , $300.00 ," $1,48,200.00 "," $1,482.00 "," $1,46,718.00 "," $1,23,500.00 "," $23,218.00 ",01-10-2013,10, October ,2013,$10093,$4093,$12093
Government,Mexico, VTT , Low ,1397, $250.00 , $350.00 ," $4,88,950.00 "," $4,889.50 "," $4,84,060.50 "," $3,63,220.00 "," $1,20,840.50 ",01-10-2014,10, October ,2014,$10094,$4094,$12094
Enterprise,France, VTT , Low ,1744, $250.00 , $125.00 ," $2,18,000.00 "," $2,180.00 "," $2,15,820.00 "," $2,09,280.00 "," $6,540.00 ",01-11-2014,11, November ,2014,$10095,$4095,$12095
Channel Partners,United States of America, Amarilla , Low ,1989, $260.00 , $12.00 ," $23,868.00 ", $238.68 ," $23,629.32 "," $5,967.00 "," $17,662.32 ",01-09-2013,9, September ,2013,$10096,$4096,$12096
Midmarket,France, Amarilla , Low ,321, $260.00 , $15.00 ," $4,815.00 ", $48.15 ," $4,766.85 "," $3,210.00 "," $1,556.85 ",01-11-2013,11, November ,2013,$10097,$4097,$12097
Enterprise,Canada, Carretera , Low ,742.5, $3.00 , $125.00 ," $92,812.50 "," $1,856.25 "," $90,956.25 "," $89,100.00 "," $1,856.25 ",01-04-2014,4, April ,2014,$10098,$4098,$12098
Channel Partners,Canada, Carretera , Low ,1295, $3.00 , $12.00 ," $15,540.00 ", $310.80 ," $15,229.20 "," $3,885.00 "," $11,344.20 ",01-10-2014,10, October ,2014,$10099,$4099,$12099
Small Business,Germany, Carretera , Low ,214, $3.00 , $300.00 ," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",01-10-2013,10, October ,2013,$10100,$4100,$12100
Government,France, Carretera , Low ,2145, $3.00 , $7.00 ," $15,015.00 ", $300.30 ," $14,714.70 "," $10,725.00 "," $3,989.70 ",01-11-2013,11, November ,2013,$10101,$4101,$12101
Government,Canada, Carretera , Low ,2852, $3.00 , $350.00 ," $9,98,200.00 "," $19,964.00 "," $9,78,236.00 "," $7,41,520.00 "," $2,36,716.00 ",01-12-2014,12, December ,2014,$10102,$4102,$12102
Channel Partners,United States of America, Montana , Low ,1142, $5.00 , $12.00 ," $13,704.00 ", $274.08 ," $13,429.92 "," $3,426.00 "," $10,003.92 ",01-06-2014,6, June ,2014,$10103,$4103,$12103
Government,United States of America, Montana , Low ,1566, $5.00 , $20.00 ," $31,320.00 ", $626.40 ," $30,693.60 "," $15,660.00 "," $15,033.60 ",01-10-2014,10, October ,2014,$10104,$4104,$12104
Channel Partners,Mexico, Montana , Low ,690, $5.00 , $12.00 ," $8,280.00 ", $165.60 ," $8,114.40 "," $2,070.00 "," $6,044.40 ",01-11-2014,11, November ,2014,$10105,$4105,$12105
Enterprise,Mexico, Montana , Low ,1660, $5.00 , $125.00 ," $2,07,500.00 "," $4,150.00 "," $2,03,350.00 "," $1,99,200.00 "," $4,150.00 ",01-11-2013,11, November ,2013,$10106,$4106,$12106
Midmarket,Canada, Paseo , Low ,2363, $10.00 , $15.00 ," $35,445.00 ", $708.90 ," $34,736.10 "," $23,630.00 "," $11,106.10 ",01-02-2014,2, February ,2014,$10107,$4107,$12107
Small Business,France, Paseo , Low ,918, $10.00 , $300.00 ," $2,75,400.00 "," $5,508.00 "," $2,69,892.00 "," $2,29,500.00 "," $40,392.00 ",01-05-2014,5, May ,2014,$10108,$4108,$12108
Small Business,Germany, Paseo , Low ,1728, $10.00 , $300.00 ," $5,18,400.00 "," $10,368.00 "," $5,08,032.00 "," $4,32,000.00 "," $76,032.00 ",01-05-2014,5, May ,2014,$10109,$4109,$12109
Channel Partners,United States of America, Paseo , Low ,1142, $10.00 , $12.00 ," $13,704.00 ", $274.08 ," $13,429.92 "," $3,426.00 "," $10,003.92 ",01-06-2014,6, June ,2014,$10110,$4110,$12110
Enterprise,Mexico, Paseo , Low ,662, $10.00 , $125.00 ," $82,750.00 "," $1,655.00 "," $81,095.00 "," $79,440.00 "," $1,655.00 ",01-06-2014,6, June ,2014,$10111,$4111,$12111
Channel Partners,Canada, Paseo , Low ,1295, $10.00 , $12.00 ," $15,540.00 ", $310.80 ," $15,229.20 "," $3,885.00 "," $11,344.20 ",01-10-2014,10, October ,2014,$10112,$4112,$12112
Enterprise,Germany, Paseo , Low ,809, $10.00 , $125.00 ," $1,01,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",01-10-2013,10, October ,2013,$10113,$4113,$12113
Enterprise,Mexico, Paseo , Low ,2145, $10.00 , $125.00 ," $2,68,125.00 "," $5,362.50 "," $2,62,762.50 "," $2,57,400.00 "," $5,362.50 ",01-10-2013,10, October ,2013,$10114,$4114,$12114
Channel Partners,France, Paseo , Low ,1785, $10.00 , $12.00 ," $21,420.00 ", $428.40 ," $20,991.60 "," $5,355.00 "," $15,636.60 ",01-11-2013,11, November ,2013,$10115,$4115,$12115
Small Business,Canada, Paseo , Low ,1916, $10.00 , $300.00 ," $5,74,800.00 "," $11,496.00 "," $5,63,304.00 "," $4,79,000.00 "," $84,304.00 ",01-12-2014,12, December ,2014,$10116,$4116,$12116
Government,Canada, Paseo , Low ,2852, $10.00 , $350.00 ," $9,98,200.00 "," $19,964.00 "," $9,78,236.00 "," $7,41,520.00 "," $2,36,716.00 ",01-12-2014,12, December ,2014,$10117,$4117,$12117
Enterprise,Canada, Paseo , Low ,2729, $10.00 , $125.00 ," $3,41,125.00 "," $6,822.50 "," $3,34,302.50 "," $3,27,480.00 "," $6,822.50 ",01-12-2014,12, December ,2014,$10118,$4118,$12118
Midmarket,United States of America, Paseo , Low ,1925, $10.00 , $15.00 ," $28,875.00 ", $577.50 ," $28,297.50 "," $19,250.00 "," $9,047.50 ",01-12-2013,12, December ,2013,$10119,$4119,$12119
Government,United States of America, Paseo , Low ,2013, $10.00 , $7.00 ," $14,091.00 ", $281.82 ," $13,809.18 "," $10,065.00 "," $3,744.18 ",01-12-2013,12, December ,2013,$10120,$4120,$12120
Channel Partners,France, Paseo , Low ,1055, $10.00 , $12.00 ," $12,660.00 ", $253.20 ," $12,406.80 "," $3,165.00 "," $9,241.80 ",01-12-2014,12, December ,2014,$10121,$4121,$12121
Government,United States of America, Velo , Low ,1566, $120.00 , $20.00 ," $31,320.00 ", $626.40 ," $30,693.60 "," $15,660.00 "," $15,033.60 ",01-10-2014,10, October ,2014,$10123,$4123,$12123
Government,Germany, Velo , Low ,2966, $120.00 , $350.00 ," $10,38,100.00 "," $20,762.00 "," $10,17,338.00 "," $7,71,160.00 "," $2,46,178.00 ",01-10-2013,10, October ,2013,$10124,$4124,$12124
Government,Germany, Velo , Low ,2877, $120.00 , $350.00 ," $10,06,950.00 "," $20,139.00 "," $9,86,811.00 "," $7,48,020.00 "," $2,38,791.00 ",01-10-2014,10, October ,2014,$10125,$4125,$12125
Enterprise,Germany, Velo , Low ,809, $120.00 , $125.00 ," $1,01,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",01-10-2013,10, October ,2013,$10126,$4126,$12126
Enterprise,Mexico, Velo , Low ,2145, $120.00 , $125.00 ," $2,68,125.00 "," $5,362.50 "," $2,62,762.50 "," $2,57,400.00 "," $5,362.50 ",01-10-2013,10, October ,2013,$10127,$4127,$12127
Channel Partners,France, Velo , Low ,1055, $120.00 , $12.00 ," $12,660.00 ", $253.20 ," $12,406.80 "," $3,165.00 "," $9,241.80 ",01-12-2014,12, December ,2014,$10128,$4128,$12128
Government,Mexico, Velo , Low ,544, $120.00 , $20.00 ," $10,880.00 ", $217.60 ," $10,662.40 "," $5,440.00 "," $5,222.40 ",01-12-2013,12, December ,2013,$10129,$4129,$12129
Channel Partners,Mexico, Velo , Low ,1084, $120.00 , $12.00 ," $13,008.00 ", $260.16 ," $12,747.84 "," $3,252.00 "," $9,495.84 ",01-12-2014,12, December ,2014,$10130,$4130,$12130
Enterprise,Mexico, VTT , Low ,662, $250.00 , $125.00 ," $82,750.00 "," $1,655.00 "," $81,095.00 "," $79,440.00 "," $1,655.00 ",01-06-2014,6, June ,2014,$10131,$4131,$12131
Small Business,Germany, VTT , Low ,214, $250.00 , $300.00 ," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",01-10-2013,10, October ,2013,$10132,$4132,$12132
Government,Germany, VTT , Low ,2877, $250.00 , $350.00 ," $10,06,950.00 "," $20,139.00 "," $9,86,811.00 "," $7,48,020.00 "," $2,38,791.00 ",01-10-2014,10, October ,2014,$10133,$4133,$12133
Enterprise,Canada, VTT , Low ,2729, $250.00 , $125.00 ," $3,41,125.00 "," $6,822.50 "," $3,34,302.50 "," $3,27,480.00 "," $6,822.50 ",01-12-2014,12, December ,2014,$10134,$4134,$12134
Government,United States of America, VTT , Low ,266, $250.00 , $350.00 ," $93,100.00 "," $1,862.00 "," $91,238.00 "," $69,160.00 "," $22,078.00 ",01-12-2013,12, December ,2013,$10135,$4135,$12135
Government,Mexico, VTT , Low ,1940, $250.00 , $350.00 ," $6,79,000.00 "," $13,580.00 "," $6,65,420.00 "," $5,04,400.00 "," $1,61,020.00 ",01-12-2013,12, December ,2013,$10136,$4136,$12136
Small Business,Germany, Amarilla , Low ,259, $260.00 , $300.00 ," $77,700.00 "," $1,554.00 "," $76,146.00 "," $64,750.00 "," $11,396.00 ",01-03-2014,3, March ,2014,$10137,$4137,$12137
Small Business,Mexico, Amarilla , Low ,1101, $260.00 , $300.00 ," $3,30,300.00 "," $6,606.00 "," $3,23,694.00 "," $2,75,250.00 "," $48,444.00 ",01-03-2014,3, March ,2014,$10138,$4138,$12138
Enterprise,Germany, Amarilla , Low ,2276, $260.00 , $125.00 ," $2,84,500.00 "," $5,690.00 "," $2,78,810.00 "," $2,73,120.00 "," $5,690.00 ",01-05-2014,5, May ,2014,$10139,$4139,$12139
Government,Germany, Amarilla , Low ,2966, $260.00 , $350.00 ," $10,38,100.00 "," $20,762.00 "," $10,17,338.00 "," $7,71,160.00 "," $2,46,178.00 ",01-10-2013,10, October ,2013,$10140,$4140,$12140
Government,United States of America, Amarilla , Low ,1236, $260.00 , $20.00 ," $24,720.00 ", $494.40 ," $24,225.60 "," $12,360.00 "," $11,865.60 ",01-11-2014,11, November ,2014,$10141,$4141,$12141
Government,France, Amarilla , Low ,941, $260.00 , $20.00 ," $18,820.00 ", $376.40 ," $18,443.60 "," $9,410.00 "," $9,033.60 ",01-11-2014,11, November ,2014,$10142,$4142,$12142
Small Business,Canada, Amarilla , Low ,1916, $260.00 , $300.00 ," $5,74,800.00 "," $11,496.00 "," $5,63,304.00 "," $4,79,000.00 "," $84,304.00 ",01-12-2014,12, December ,2014,$10143,$4143,$12143
Enterprise,France, Carretera , Low ,4243.5, $3.00 , $125.00 ," $5,30,437.50 "," $15,913.13 "," $5,14,524.38 "," $5,09,220.00 "," $5,304.38 ",01-04-2014,4, April ,2014,$10144,$4144,$12144
Government,Germany, Carretera , Low ,2580, $3.00 , $20.00 ," $51,600.00 "," $1,548.00 "," $50,052.00 "," $25,800.00 "," $24,252.00 ",01-04-2014,4, April ,2014,$10145,$4145,$12145
Small Business,Germany, Carretera , Low ,689, $3.00 , $300.00 ," $2,06,700.00 "," $6,201.00 "," $2,00,499.00 "," $1,72,250.00 "," $28,249.00 ",01-06-2014,6, June ,2014,$10146,$4146,$12146
Channel Partners,United States of America, Carretera , Low ,1947, $3.00 , $12.00 ," $23,364.00 ", $700.92 ," $22,663.08 "," $5,841.00 "," $16,822.08 ",01-09-2014,9, September ,2014,$10147,$4147,$12147
Channel Partners,Canada, Carretera , Low ,908, $3.00 , $12.00 ," $10,896.00 ", $326.88 ," $10,569.12 "," $2,724.00 "," $7,845.12 ",01-12-2013,12, December ,2013,$10148,$4148,$12148
Government,Germany, Montana , Low ,1958, $5.00 , $7.00 ," $13,706.00 ", $411.18 ," $13,294.82 "," $9,790.00 "," $3,504.82 ",01-02-2014,2, February ,2014,$10149,$4149,$12149
Channel Partners,France, Montana , Low ,1901, $5.00 , $12.00 ," $22,812.00 ", $684.36 ," $22,127.64 "," $5,703.00 "," $16,424.64 ",01-06-2014,6, June ,2014,$10150,$4150,$12150
Government,France, Montana , Low ,544, $5.00 , $7.00 ," $3,808.00 ", $114.24 ," $3,693.76 "," $2,720.00 ", $973.76 ,01-09-2014,9, September ,2014,$10151,$4151,$12151
Government,Germany, Montana , Low ,1797, $5.00 , $350.00 ," $6,28,950.00 "," $18,868.50 "," $6,10,081.50 "," $4,67,220.00 "," $1,42,861.50 ",01-09-2013,9, September ,2013,$10152,$4152,$12152
Enterprise,France, Montana , Low ,1287, $5.00 , $125.00 ," $1,60,875.00 "," $4,826.25 "," $1,56,048.75 "," $1,54,440.00 "," $1,608.75 ",01-12-2014,12, December ,2014,$10153,$4153,$12153
Enterprise,Germany, Montana , Low ,1706, $5.00 , $125.00 ," $2,13,250.00 "," $6,397.50 "," $2,06,852.50 "," $2,04,720.00 "," $2,132.50 ",01-12-2014,12, December ,2014,$10154,$4154,$12154
Small Business,France, Paseo , Low ,2434.5, $10.00 , $300.00 ," $7,30,350.00 "," $21,910.50 "," $7,08,439.50 "," $6,08,625.00 "," $99,814.50 ",01-01-2014,1, January ,2014,$10155,$4155,$12155
Channel Partners,United States of America, Paseo , Low ,1369.5, $10.00 , $12.00 ," $16,434.00 ", $493.02 ," $15,940.98 "," $4,108.50 "," $11,832.48 ",01-07-2014,7, July ,2014,$10160,$4160,$12160
Enterprise,Canada, Velo , Low ,2009, $120.00 , $125.00 ," $2,51,125.00 "," $7,533.75 "," $2,43,591.25 "," $2,41,080.00 "," $2,511.25 ",01-10-2014,10, October ,2014,$10165,$4165,$12165
Small Business,United States of America, VTT , Low ,2844, $250.00 , $300.00 ," $8,53,200.00 "," $25,596.00 "," $8,27,604.00 "," $7,11,000.00 "," $1,16,604.00 ",01-02-2014,2, February ,2014,$10166,$4166,$12166
Channel Partners,Mexico, VTT , Low ,1916, $250.00 , $12.00 ," $22,992.00 ", $689.76 ," $22,302.24 "," $5,748.00 "," $16,554.24 ",01-04-2014,4, April ,2014,$10167,$4167,$12167
Enterprise,Germany, VTT , Low ,1570, $250.00 , $125.00 ," $1,96,250.00 "," $5,887.50 "," $1,90,362.50 "," $1,88,400.00 "," $1,962.50 ",01-06-2014,6, June ,2014,$10168,$4168,$12168
Small Business,Canada, VTT , Low ,1874, $250.00 , $300.00 ," $5,62,200.00 "," $16,866.00 "," $5,45,334.00 "," $4,68,500.00 "," $76,834.00 ",01-08-2014,8, August ,2014,$10169,$4169,$12169
Government,Mexico, VTT , Low ,1642, $250.00 , $350.00 ," $5,74,700.00 "," $17,241.00 "," $5,57,459.00 "," $4,26,920.00 "," $1,30,539.00 ",01-08-2014,8, August ,2014,$10170,$4170,$12170
Midmarket,Germany, VTT , Low ,1945, $250.00 , $15.00 ," $29,175.00 ", $875.25 ," $28,299.75 "," $19,450.00 "," $8,849.75 ",01-10-2013,10, October ,2013,$10171,$4171,$12171
Government,Canada, Carretera , Low ,831, $3.00 , $20.00 ," $16,620.00 ", $498.60 ," $16,121.40 "," $8,310.00 "," $7,811.40 ",01-05-2014,5, May ,2014,$10172,$4172,$12172
Government,Mexico, Paseo , Low ,1760, $10.00 , $7.00 ," $12,320.00 ", $369.60 ," $11,950.40 "," $8,800.00 "," $3,150.40 ",01-09-2013,9, September ,2013,$10173,$4173,$12173
Government,Canada, Velo , Low ,3850.5, $120.00 , $20.00 ," $77,010.00 "," $2,310.30 "," $74,699.70 "," $38,505.00 "," $36,194.70 ",01-04-2014,4, April ,2014,$10174,$4174,$12174
Channel Partners,Germany, VTT , Low ,2479, $250.00 , $12.00 ," $29,748.00 ", $892.44 ," $28,855.56 "," $7,437.00 "," $21,418.56 ",01-01-2014,1, January ,2014,$10175,$4175,$12175
Midmarket,Mexico, Montana , Low ,2031, $5.00 , $15.00 ," $30,465.00 "," $1,218.60 "," $29,246.40 "," $20,310.00 "," $8,936.40 ",01-10-2014,10, October ,2014,$10176,$4176,$12176
Government,United States of America, Velo , Low ,736, $120.00 , $20.00 ," $14,720.00 ", $588.80 ," $14,131.20 "," $7,360.00 "," $6,771.20 ",01-09-2013,9, September ,2013,$10179,$4179,$12179
Government,Canada, Carretera , Low ,2851, $3.00 , $7.00 ," $19,957.00 ", $798.28 ," $19,158.72 "," $14,255.00 "," $4,903.72 ",01-10-2013,10, October ,2013,$10180,$4180,$12180
Small Business,Germany, Carretera , Low ,2021, $3.00 , $300.00 ," $6,06,300.00 "," $24,252.00 "," $5,82,048.00 "," $5,05,250.00 "," $76,798.00 ",01-10-2014,10, October ,2014,$10181,$4181,$12181
Government,United States of America, Carretera , Low ,274, $3.00 , $350.00 ," $95,900.00 "," $3,836.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",01-12-2014,12, December ,2014,$10182,$4182,$12182
Midmarket,Canada, Montana , Low ,1967, $5.00 , $15.00 ," $29,505.00 "," $1,180.20 "," $28,324.80 "," $19,670.00 "," $8,654.80 ",01-03-2014,3, March ,2014,$10183,$4183,$12183
Small Business,Germany, Montana , Low ,1859, $5.00 , $300.00 ," $5,57,700.00 "," $22,308.00 "," $5,35,392.00 "," $4,64,750.00 "," $70,642.00 ",01-08-2014,8, August ,2014,$10184,$4184,$12184
Government,Canada, Montana , Low ,2851, $5.00 , $7.00 ," $19,957.00 ", $798.28 ," $19,158.72 "," $14,255.00 "," $4,903.72 ",01-10-2013,10, October ,2013,$10185,$4185,$12185
Small Business,Germany, Montana , Low ,2021, $5.00 , $300.00 ," $6,06,300.00 "," $24,252.00 "," $5,82,048.00 "," $5,05,250.00 "," $76,798.00 ",01-10-2014,10, October ,2014,$10186,$4186,$12186
Enterprise,Mexico, Montana , Low ,1138, $5.00 , $125.00 ," $1,42,250.00 "," $5,690.00 "," $1,36,560.00 "," $1,36,560.00 ", $-   ,01-12-2014,12, December ,2014,$10187,$4187,$12187
Government,Canada, Paseo , Low ,4251, $10.00 , $7.00 ," $29,757.00 "," $1,190.28 "," $28,566.72 "," $21,255.00 "," $7,311.72 ",01-01-2014,1, January ,2014,$10188,$4188,$12188
Enterprise,Germany, Paseo , Low ,795, $10.00 , $125.00 ," $99,375.00 "," $3,975.00 "," $95,400.00 "," $95,400.00 ", $-   ,01-03-2014,3, March ,2014,$10189,$4189,$12189
